task_id,project_id,account_id,assigned_user_id,created_date,completed_date,status
T42349,P21044,A1131,U10413,2026-04-17,,In Progress
T42350,P21044,A1131,U10413,2026-04-20,,In Progress
T42351,P21044,A1131,U10413,2026-06-08,2026-06-15,Completed
T42352,P21044,A1131,U10413,2026-04-23,,Open
T42353,P21044,A1131,U10413,2026-03-12,2026-03-24,Completed
T42354,P21045,A1132,U10415,2026-07-02,,Open
T42355,P21045,A1132,U10414,2026-07-08,,In Progress
T42356,P21045,A1132,U10415,2026-04-26,2026-05-12,Completed
T42357,P21045,A1132,U10416,2026-06-23,,In Progress
T42358,P21045,A1132,U10415,2026-04-10,,Open
T42359,P21045,A1132,U10415,2026-05-23,,In Progress
T42360,P21045,A1132,U10414,2026-05-06,2026-05-13,Completed
T42361,P21045,A1132,U10414,2026-04-21,2026-04-23,Completed
T42362,P21045,A1132,U10415,2026-04-20,2026-05-02,Completed
T42363,P21045,A1132,U10416,2026-06-20,,In Progress
T42364,P21046,A1132,U10414,2026-05-14,2026-05-23,Completed
T42365,P21046,A1132,U10416,2026-05-20,2026-05-25,Completed
T42366,P21046,A1132,U10416,2026-04-24,2026-05-12,Completed
T42367,P21046,A1132,U10415,2026-05-10,,Open
T42368,P21046,A1132,U10416,2026-05-13,2026-05-22,Completed
T42369,P21046,A1132,U10414,2026-04-10,2026-04-19,Completed
T42370,P21046,A1132,U10415,2026-03-09,,Open
T42371,P21046,A1132,U10416,2026-02-19,2026-02-26,Completed
T42372,P21046,A1132,U10416,2026-06-09,2026-06-22,Completed
T42373,P21047,A1132,U10416,2026-06-16,,Open
T42374,P21047,A1132,U10416,2026-06-11,,In Progress
T42375,P21047,A1132,U10414,2026-03-28,,In Progress
T42376,P21047,A1132,U10415,2026-04-28,2026-05-14,Completed
T42377,P21048,A1132,U10415,2026-04-06,,Open
T42378,P21048,A1132,U10414,2026-03-09,,Open
T42379,P21048,A1132,U10414,2026-02-23,,Open
T42380,P21048,A1132,U10414,2026-03-21,,Open
T42381,P21048,A1132,U10415,2026-05-20,2026-05-28,Completed
T42382,P21048,A1132,U10414,2026-02-20,2026-03-06,Completed
T42383,P21048,A1132,U10415,2026-06-01,,Open
T42384,P21048,A1132,U10414,2026-02-15,,Open
T42385,P21049,A1132,U10414,2026-08-06,,Open
T42386,P21049,A1132,U10416,2026-06-11,,Open
T42387,P21049,A1132,U10415,2026-05-30,2026-06-19,Completed
T42388,P21049,A1132,U10415,2026-06-11,,In Progress
T42389,P21050,A1132,U10415,2026-05-13,,In Progress
T42390,P21050,A1132,U10414,2026-06-07,,Open
T42391,P21050,A1132,U10416,2026-07-28,,Open
T42392,P21050,A1132,U10415,2026-06-09,,Open
T42393,P21050,A1132,U10415,2026-07-28,,Open
T42394,P21050,A1132,U10415,2026-05-30,2026-05-31,Completed
T42395,P21050,A1132,U10416,2026-05-16,2026-05-28,Completed
T42396,P21051,A1132,U10414,2026-07-16,,In Progress
T42397,P21051,A1132,U10415,2026-05-06,,Open
T42398,P21052,A1133,U10417,2026-06-03,,Open
T42399,P21052,A1133,U10417,2026-05-28,2026-06-08,Completed
T42400,P21052,A1133,U10417,2026-04-15,,In Progress
T42401,P21052,A1133,U10417,2026-05-11,2026-05-16,Completed
T42402,P21052,A1133,U10417,2026-04-09,2026-04-15,Completed
T42403,P21052,A1133,U10417,2026-06-21,2026-06-21,Completed
T42404,P21052,A1133,U10417,2026-05-27,,In Progress
T42405,P21053,A1133,U10417,2026-02-28,,In Progress
T42406,P21053,A1133,U10417,2026-04-19,,In Progress
T42407,P21053,A1133,U10417,2026-04-07,,In Progress
T42408,P21053,A1133,U10417,2026-03-29,2026-04-11,Completed
T42409,P21053,A1133,U10417,2026-05-30,,In Progress
T42410,P21053,A1133,U10417,2026-03-25,,In Progress
T42411,P21054,A1133,U10417,2026-06-28,2026-07-07,Completed
T42412,P21054,A1133,U10417,2026-05-14,,In Progress
T42413,P21054,A1133,U10417,2026-05-22,2026-06-07,Completed
T42414,P21054,A1133,U10417,2026-05-13,,In Progress
T42415,P21054,A1133,U10417,2026-07-05,2026-07-05,Completed
T42416,P21054,A1133,U10417,2026-06-16,2026-06-23,Completed
T42417,P21054,A1133,U10417,2026-06-11,,In Progress
T42418,P21055,A1133,U10417,2026-02-02,2026-02-13,Completed
T42419,P21055,A1133,U10417,2026-02-19,,In Progress
T42420,P21055,A1133,U10417,2026-04-01,2026-04-17,Completed
T42421,P21055,A1133,U10417,2026-03-27,,Open
T42422,P21055,A1133,U10417,2026-02-11,2026-02-19,Completed
T42423,P21055,A1133,U10417,2026-03-03,,In Progress
T42424,P21055,A1133,U10417,2026-04-22,,Open
T42425,P21055,A1133,U10417,2026-02-06,2026-02-20,Completed
T42426,P21055,A1133,U10417,2026-04-08,,In Progress
T42427,P21055,A1133,U10417,2026-05-06,,In Progress
T42428,P21056,A1133,U10417,2026-07-07,,In Progress
T42429,P21056,A1133,U10417,2026-04-16,2026-04-26,Completed
T42430,P21056,A1133,U10417,2026-04-13,,Open
T42431,P21056,A1133,U10417,2026-05-16,,In Progress
T42432,P21056,A1133,U10417,2026-07-05,2026-07-25,Completed
T42433,P21057,A1134,U10418,2026-01-25,,In Progress
T42434,P21057,A1134,U10419,2026-05-07,2026-05-16,Completed
T42435,P21057,A1134,U10419,2026-02-17,,In Progress
T42436,P21057,A1134,U10419,2026-02-13,,In Progress
T42437,P21057,A1134,U10419,2026-05-15,2026-05-21,Completed
T42438,P21057,A1134,U10419,2026-02-13,2026-02-24,Completed
T42439,P21057,A1134,U10419,2026-02-11,2026-02-27,Completed
T42440,P21058,A1134,U10418,2026-03-04,,In Progress
T42441,P21058,A1134,U10419,2026-04-16,,Open
T42442,P21058,A1134,U10419,2026-03-12,2026-03-15,Completed
T42443,P21058,A1134,U10419,2026-03-22,,Open
T42444,P21058,A1134,U10419,2026-05-04,,Open
T42445,P21058,A1134,U10418,2026-02-28,,In Progress
T42446,P21059,A1134,U10418,2026-06-19,,In Progress
T42447,P21059,A1134,U10419,2026-03-26,2026-03-29,Completed
T42448,P21059,A1134,U10418,2026-03-19,,In Progress
T42449,P21059,A1134,U10419,2026-03-20,2026-04-08,Completed
T42450,P21059,A1134,U10419,2026-05-05,,In Progress
T42451,P21060,A1134,U10419,2026-05-11,2026-05-25,Completed
T42452,P21060,A1134,U10419,2026-06-05,,Open
T42453,P21060,A1134,U10418,2026-06-25,,In Progress
T42454,P21060,A1134,U10419,2026-06-13,,In Progress
T42455,P21061,A1134,U10418,2026-03-28,2026-04-14,Completed
T42456,P21061,A1134,U10419,2026-03-19,2026-04-07,Completed
T42457,P21061,A1134,U10418,2026-04-07,2026-04-14,Completed
T42458,P21061,A1134,U10419,2026-05-27,,In Progress
T42459,P21062,A1134,U10418,2026-03-22,,In Progress
T42460,P21062,A1134,U10419,2026-05-30,,Open
T42461,P21062,A1134,U10418,2026-06-05,2026-06-11,Completed
T42462,P21062,A1134,U10419,2026-05-13,2026-05-19,Completed
T42463,P21062,A1134,U10419,2026-03-28,,In Progress
T42464,P21062,A1134,U10418,2026-05-01,,Open
T42465,P21062,A1134,U10418,2026-06-01,2026-06-11,Completed
T42466,P21062,A1134,U10418,2026-04-08,2026-04-09,Completed
T42467,P21062,A1134,U10418,2026-07-01,,Open
T42468,P21062,A1134,U10419,2026-05-02,,Open
T42469,P21062,A1134,U10419,2026-06-28,,In Progress
T42470,P21063,A1134,U10419,2026-02-10,2026-02-12,Completed
T42471,P21063,A1134,U10419,2026-02-16,,In Progress
T42472,P21063,A1134,U10419,2026-06-03,2026-06-22,Completed
T42473,P21063,A1134,U10419,2026-05-14,,Open
T42474,P21063,A1134,U10418,2026-04-11,,Open
T42475,P21064,A1134,U10419,2026-04-27,,Open
T42476,P21064,A1134,U10419,2026-05-31,2026-06-10,Completed
T42477,P21064,A1134,U10419,2026-04-13,,Open
T42478,P21064,A1134,U10418,2026-03-07,,Open
T42479,P21064,A1134,U10418,2026-04-23,,In Progress
T42480,P21064,A1134,U10418,2026-04-28,,In Progress
T42481,P21065,A1134,U10419,2026-07-16,,In Progress
T42482,P21065,A1134,U10419,2026-05-20,,In Progress
T42483,P21065,A1134,U10418,2026-07-06,,In Progress
T42484,P21065,A1134,U10418,2026-06-07,,Open
T42485,P21065,A1134,U10419,2026-06-29,2026-07-15,Completed
T42486,P21065,A1134,U10418,2026-07-21,,In Progress
T42487,P21065,A1134,U10418,2026-03-30,2026-03-30,Completed
T42488,P21065,A1134,U10418,2026-07-23,2026-07-28,Completed
T42489,P21065,A1134,U10419,2026-04-24,,In Progress
T42490,P21065,A1134,U10418,2026-07-12,,Open
T42491,P21066,A1134,U10419,2026-02-01,,In Progress
T42492,P21066,A1134,U10419,2026-05-12,2026-05-12,Completed
T42493,P21066,A1134,U10419,2026-04-14,,Open
T42494,P21066,A1134,U10418,2026-02-11,,In Progress
T42495,P21066,A1134,U10418,2026-03-12,,Open
T42496,P21066,A1134,U10418,2026-05-08,,Open
T42497,P21067,A1134,U10419,2026-04-14,2026-04-17,Completed
T42498,P21067,A1134,U10418,2026-05-01,2026-05-05,Completed
T42499,P21067,A1134,U10419,2026-06-07,,Open
T42500,P21067,A1134,U10419,2026-05-07,,In Progress
T42501,P21067,A1134,U10419,2026-04-28,,Open
T42502,P21067,A1134,U10419,2026-06-18,,Open
T42503,P21067,A1134,U10418,2026-02-21,2026-02-28,Completed
T42504,P21067,A1134,U10419,2026-05-19,,In Progress
T42505,P21067,A1134,U10419,2026-04-09,2026-04-19,Completed
T42506,P21067,A1134,U10418,2026-04-21,,Open
T42507,P21068,A1134,U10418,2026-07-21,,Open
T42508,P21068,A1134,U10418,2026-07-29,2026-08-13,Completed
T42509,P21068,A1134,U10419,2026-06-03,,In Progress
T42510,P21069,A1134,U10418,2026-07-14,2026-07-23,Completed
T42511,P21069,A1134,U10418,2026-07-26,,In Progress
T42512,P21069,A1134,U10419,2026-06-27,2026-06-30,Completed
T42513,P21069,A1134,U10418,2026-07-13,,Open
T42514,P21069,A1134,U10418,2026-08-06,,Open
T42515,P21069,A1134,U10419,2026-06-04,,In Progress
T42516,P21070,A1135,U10420,2026-06-20,2026-06-20,Completed
T42517,P21070,A1135,U10426,2026-06-15,2026-07-04,Completed
T42518,P21070,A1135,U10422,2026-05-21,,Open
T42519,P21070,A1135,U10424,2026-03-22,2026-04-03,Completed
T42520,P21070,A1135,U10423,2026-04-11,,In Progress
T42521,P21070,A1135,U10420,2026-05-12,2026-05-23,Completed
T42522,P21070,A1135,U10426,2026-03-12,,In Progress
T42523,P21070,A1135,U10425,2026-06-16,2026-06-17,Completed
T42524,P21071,A1135,U10426,2026-04-26,2026-05-05,Completed
T42525,P21071,A1135,U10426,2026-07-03,2026-07-05,Completed
T42526,P21071,A1135,U10422,2026-07-29,,In Progress
T42527,P21071,A1135,U10424,2026-05-02,,In Progress
T42528,P21071,A1135,U10421,2026-08-06,2026-08-22,Completed
T42529,P21071,A1135,U10423,2026-07-07,2026-07-25,Completed
T42530,P21071,A1135,U10426,2026-05-23,2026-05-26,Completed
T42531,P21071,A1135,U10420,2026-06-25,,In Progress
T42532,P21071,A1135,U10425,2026-05-24,2026-05-31,Completed
T42533,P21071,A1135,U10420,2026-05-16,,In Progress
T42534,P21071,A1135,U10424,2026-06-06,2026-06-22,Completed
T42535,P21072,A1135,U10420,2026-07-04,2026-07-14,Completed
T42536,P21072,A1135,U10422,2026-08-19,,Open
T42537,P21072,A1135,U10421,2026-05-07,2026-05-25,Completed
T42538,P21072,A1135,U10421,2026-05-21,2026-06-03,Completed
T42539,P21072,A1135,U10423,2026-05-28,2026-06-02,Completed
T42540,P21072,A1135,U10423,2026-08-16,2026-08-21,Completed
T42541,P21072,A1135,U10425,2026-09-01,2026-09-07,Completed
T42542,P21072,A1135,U10421,2026-07-20,,Open
T42543,P21072,A1135,U10423,2026-07-20,2026-08-05,Completed
T42544,P21072,A1135,U10421,2026-05-22,,Open
T42545,P21072,A1135,U10422,2026-05-13,,In Progress
T42546,P21072,A1135,U10423,2026-06-03,,In Progress
T42547,P21072,A1135,U10424,2026-06-30,2026-07-08,Completed
T42548,P21072,A1135,U10420,2026-06-15,2026-06-25,Completed
T42549,P21072,A1135,U10424,2026-06-26,2026-06-28,Completed
T42550,P21072,A1135,U10425,2026-05-15,2026-05-23,Completed
T42551,P21072,A1135,U10423,2026-08-31,2026-09-01,Completed
T42552,P21072,A1135,U10426,2026-08-01,2026-08-10,Completed
T42553,P21073,A1135,U10420,2026-03-15,2026-03-31,Completed
T42554,P21073,A1135,U10421,2026-05-06,2026-05-19,Completed
T42555,P21073,A1135,U10421,2026-06-27,,In Progress
T42556,P21073,A1135,U10425,2026-06-02,2026-06-03,Completed
T42557,P21073,A1135,U10426,2026-06-13,2026-06-24,Completed
T42558,P21073,A1135,U10424,2026-05-18,2026-05-18,Completed
T42559,P21073,A1135,U10422,2026-06-06,,Open
T42560,P21073,A1135,U10425,2026-06-08,2026-06-18,Completed
T42561,P21074,A1135,U10421,2026-04-05,2026-04-20,Completed
T42562,P21074,A1135,U10420,2026-07-03,2026-07-15,Completed
T42563,P21074,A1135,U10424,2026-04-29,2026-05-12,Completed
T42564,P21074,A1135,U10425,2026-06-15,2026-06-16,Completed
T42565,P21074,A1135,U10423,2026-05-11,2026-05-14,Completed
T42566,P21074,A1135,U10425,2026-03-20,2026-03-24,Completed
T42567,P21074,A1135,U10420,2026-04-29,,Open
T42568,P21074,A1135,U10422,2026-06-13,,In Progress
T42569,P21074,A1135,U10423,2026-06-22,2026-06-22,Completed
T42570,P21074,A1135,U10421,2026-07-04,2026-07-05,Completed
T42571,P21074,A1135,U10421,2026-07-04,,In Progress
T42572,P21074,A1135,U10424,2026-03-30,2026-03-31,Completed
T42573,P21074,A1135,U10423,2026-05-11,2026-05-17,Completed
T42574,P21074,A1135,U10421,2026-04-21,2026-05-03,Completed
T42575,P21074,A1135,U10420,2026-04-25,,Open
T42576,P21074,A1135,U10422,2026-06-27,2026-07-16,Completed
T42577,P21074,A1135,U10422,2026-03-17,2026-03-17,Completed
T42578,P21074,A1135,U10424,2026-04-24,2026-04-28,Completed
T42579,P21074,A1135,U10425,2026-06-01,2026-06-15,Completed
T42580,P21074,A1135,U10425,2026-03-15,,Open
T42581,P21074,A1135,U10423,2026-04-16,2026-04-22,Completed
T42582,P21074,A1135,U10424,2026-03-18,2026-03-23,Completed
T42583,P21074,A1135,U10423,2026-06-12,,In Progress
T42584,P21074,A1135,U10420,2026-04-02,2026-04-10,Completed
T42585,P21074,A1135,U10421,2026-06-28,2026-07-08,Completed
T42586,P21075,A1135,U10423,2026-03-16,2026-03-17,Completed
T42587,P21075,A1135,U10425,2026-05-14,2026-05-27,Completed
T42588,P21075,A1135,U10424,2026-04-05,2026-04-22,Completed
T42589,P21075,A1135,U10423,2026-02-22,2026-03-07,Completed
T42590,P21075,A1135,U10423,2026-04-13,2026-04-16,Completed
T42591,P21075,A1135,U10424,2026-04-02,2026-04-22,Completed
T42592,P21075,A1135,U10424,2026-05-18,,Open
T42593,P21075,A1135,U10424,2026-04-02,2026-04-15,Completed
T42594,P21075,A1135,U10422,2026-05-07,,Open
T42595,P21075,A1135,U10422,2026-04-11,2026-05-01,Completed
T42596,P21075,A1135,U10420,2026-05-25,2026-05-29,Completed
T42597,P21075,A1135,U10422,2026-04-19,2026-04-25,Completed
T42598,P21075,A1135,U10425,2026-04-07,2026-04-15,Completed
T42599,P21075,A1135,U10424,2026-03-08,2026-03-09,Completed
T42600,P21075,A1135,U10426,2026-02-13,,In Progress
T42601,P21075,A1135,U10422,2026-03-01,2026-03-10,Completed
T42602,P21075,A1135,U10426,2026-05-24,2026-06-10,Completed
T42603,P21075,A1135,U10423,2026-01-30,2026-02-15,Completed
T42604,P21075,A1135,U10424,2026-03-28,,Open
T42605,P21075,A1135,U10421,2026-05-09,2026-05-15,Completed
T42606,P21075,A1135,U10422,2026-03-14,2026-03-23,Completed
T42607,P21075,A1135,U10423,2026-03-01,,In Progress
T42608,P21075,A1135,U10426,2026-04-01,2026-04-18,Completed
T42609,P21075,A1135,U10421,2026-05-04,,In Progress
T42610,P21075,A1135,U10424,2026-05-24,2026-06-09,Completed
T42611,P21075,A1135,U10423,2026-02-16,2026-03-01,Completed
T42612,P21076,A1135,U10424,2026-04-26,2026-05-02,Completed
T42613,P21076,A1135,U10425,2026-05-20,2026-06-09,Completed
T42614,P21076,A1135,U10425,2026-06-07,2026-06-26,Completed
T42615,P21076,A1135,U10425,2026-07-22,2026-07-25,Completed
T42616,P21076,A1135,U10426,2026-04-27,2026-04-30,Completed
T42617,P21076,A1135,U10426,2026-07-15,2026-07-26,Completed
T42618,P21076,A1135,U10425,2026-06-17,2026-06-17,Completed
T42619,P21076,A1135,U10424,2026-07-07,2026-07-08,Completed
T42620,P21076,A1135,U10425,2026-06-24,2026-07-05,Completed
T42621,P21076,A1135,U10423,2026-07-02,2026-07-20,Completed
T42622,P21076,A1135,U10420,2026-07-20,2026-07-22,Completed
T42623,P21076,A1135,U10421,2026-08-01,2026-08-10,Completed
T42624,P21076,A1135,U10424,2026-05-27,2026-06-14,Completed
T42625,P21076,A1135,U10421,2026-05-14,,Open
T42626,P21076,A1135,U10426,2026-08-18,2026-08-18,Completed
T42627,P21076,A1135,U10420,2026-07-21,,Open
T42628,P21076,A1135,U10422,2026-06-17,2026-06-25,Completed
T42629,P21076,A1135,U10426,2026-07-04,2026-07-09,Completed
T42630,P21076,A1135,U10425,2026-06-11,2026-06-30,Completed
T42631,P21076,A1135,U10420,2026-07-20,,Open
T42632,P21076,A1135,U10424,2026-07-03,2026-07-22,Completed
T42633,P21076,A1135,U10423,2026-08-19,2026-09-08,Completed
T42634,P21077,A1135,U10425,2026-04-24,,In Progress
T42635,P21077,A1135,U10420,2026-06-08,,Open
T42636,P21077,A1135,U10422,2026-05-20,2026-06-07,Completed
T42637,P21077,A1135,U10420,2026-06-13,2026-06-25,Completed
T42638,P21077,A1135,U10424,2026-06-21,,Open
T42639,P21077,A1135,U10421,2026-06-09,2026-06-18,Completed
T42640,P21077,A1135,U10424,2026-06-16,2026-07-03,Completed
T42641,P21077,A1135,U10424,2026-05-23,2026-06-11,Completed
T42642,P21077,A1135,U10423,2026-06-07,,Open
T42643,P21077,A1135,U10422,2026-05-17,2026-05-31,Completed
T42644,P21077,A1135,U10424,2026-03-13,2026-03-29,Completed
T42645,P21077,A1135,U10422,2026-04-08,,In Progress
T42646,P21077,A1135,U10422,2026-03-20,2026-04-06,Completed
T42647,P21077,A1135,U10422,2026-06-10,2026-06-21,Completed
T42648,P21077,A1135,U10423,2026-05-15,2026-05-27,Completed
T42649,P21077,A1135,U10423,2026-05-22,,Open
T42650,P21077,A1135,U10422,2026-05-13,,In Progress
T42651,P21077,A1135,U10425,2026-04-02,2026-04-06,Completed
T42652,P21078,A1135,U10426,2026-05-01,,In Progress
T42653,P21078,A1135,U10423,2026-05-31,,In Progress
T42654,P21078,A1135,U10421,2026-04-02,2026-04-11,Completed
T42655,P21078,A1135,U10425,2026-03-22,,In Progress
T42656,P21078,A1135,U10424,2026-06-26,2026-07-12,Completed
T42657,P21078,A1135,U10423,2026-07-11,2026-07-20,Completed
T42658,P21078,A1135,U10423,2026-05-31,,Open
T42659,P21078,A1135,U10423,2026-06-07,2026-06-13,Completed
T42660,P21078,A1135,U10425,2026-04-11,2026-04-17,Completed
T42661,P21078,A1135,U10426,2026-04-02,2026-04-07,Completed
T42662,P21078,A1135,U10425,2026-07-05,2026-07-12,Completed
T42663,P21078,A1135,U10426,2026-04-26,2026-04-30,Completed
T42664,P21078,A1135,U10424,2026-06-27,2026-07-10,Completed
T42665,P21078,A1135,U10425,2026-05-10,,Open
T42666,P21078,A1135,U10423,2026-05-31,2026-06-17,Completed
T42667,P21078,A1135,U10422,2026-07-18,,In Progress
T42668,P21078,A1135,U10422,2026-03-27,2026-04-09,Completed
T42669,P21078,A1135,U10420,2026-06-07,2026-06-07,Completed
T42670,P21078,A1135,U10422,2026-05-30,2026-06-14,Completed
T42671,P21078,A1135,U10421,2026-04-08,2026-04-20,Completed
T42672,P21078,A1135,U10420,2026-06-09,2026-06-12,Completed
T42673,P21078,A1135,U10421,2026-05-17,2026-05-30,Completed
T42674,P21078,A1135,U10426,2026-07-12,2026-07-12,Completed
T42675,P21078,A1135,U10422,2026-06-10,,Open
T42676,P21078,A1135,U10426,2026-05-15,2026-05-20,Completed
T42677,P21078,A1135,U10423,2026-06-23,2026-06-29,Completed
T42678,P21078,A1135,U10426,2026-04-28,2026-05-15,Completed
T42679,P21078,A1135,U10423,2026-07-18,,Open
T42680,P21078,A1135,U10420,2026-06-20,2026-06-27,Completed
T42681,P21078,A1135,U10420,2026-05-25,2026-06-13,Completed
T42682,P21078,A1135,U10423,2026-04-17,2026-04-27,Completed
T42683,P21078,A1135,U10421,2026-06-13,2026-07-02,Completed
T42684,P21078,A1135,U10426,2026-07-14,2026-07-25,Completed
T42685,P21078,A1135,U10424,2026-06-11,,In Progress
T42686,P21079,A1135,U10426,2026-04-26,2026-05-12,Completed
T42687,P21079,A1135,U10426,2026-04-12,2026-04-29,Completed
T42688,P21079,A1135,U10422,2026-06-30,2026-06-30,Completed
T42689,P21079,A1135,U10426,2026-07-11,2026-07-20,Completed
T42690,P21079,A1135,U10425,2026-07-09,,In Progress
T42691,P21079,A1135,U10424,2026-03-26,2026-04-06,Completed
T42692,P21079,A1135,U10420,2026-05-17,2026-05-20,Completed
T42693,P21079,A1135,U10424,2026-04-13,2026-05-01,Completed
T42694,P21080,A1135,U10426,2026-04-15,2026-04-28,Completed
T42695,P21080,A1135,U10421,2026-03-11,,Open
T42696,P21080,A1135,U10421,2026-01-30,2026-02-16,Completed
T42697,P21080,A1135,U10426,2026-05-09,2026-05-13,Completed
T42698,P21080,A1135,U10421,2026-03-19,2026-04-06,Completed
T42699,P21080,A1135,U10422,2026-05-04,,Open
T42700,P21080,A1135,U10425,2026-03-13,2026-03-30,Completed
T42701,P21080,A1135,U10421,2026-04-23,2026-04-27,Completed
T42702,P21080,A1135,U10423,2026-03-23,2026-03-31,Completed
T42703,P21080,A1135,U10422,2026-02-07,,Open
T42704,P21080,A1135,U10420,2026-05-07,,In Progress
T42705,P21080,A1135,U10424,2026-04-07,2026-04-19,Completed
T42706,P21080,A1135,U10421,2026-04-10,2026-04-22,Completed
T42707,P21080,A1135,U10425,2026-03-12,2026-03-25,Completed
T42708,P21080,A1135,U10423,2026-04-17,,In Progress
T42709,P21080,A1135,U10425,2026-02-05,2026-02-11,Completed
T42710,P21080,A1135,U10426,2026-01-28,2026-02-14,Completed
T42711,P21081,A1135,U10423,2026-04-25,2026-05-08,Completed
T42712,P21081,A1135,U10426,2026-03-07,2026-03-11,Completed
T42713,P21081,A1135,U10422,2026-06-01,2026-06-07,Completed
T42714,P21081,A1135,U10425,2026-06-06,,In Progress
T42715,P21081,A1135,U10421,2026-05-01,2026-05-11,Completed
T42716,P21081,A1135,U10420,2026-05-07,2026-05-17,Completed
T42717,P21081,A1135,U10423,2026-06-21,2026-06-24,Completed
T42718,P21081,A1135,U10422,2026-03-27,,Open
T42719,P21081,A1135,U10420,2026-06-10,2026-06-16,Completed
T42720,P21081,A1135,U10423,2026-06-02,2026-06-10,Completed
T42721,P21082,A1135,U10420,2026-04-05,2026-04-22,Completed
T42722,P21082,A1135,U10426,2026-03-04,,In Progress
T42723,P21082,A1135,U10420,2026-03-15,,In Progress
T42724,P21082,A1135,U10420,2026-04-29,2026-05-08,Completed
T42725,P21082,A1135,U10422,2026-06-01,2026-06-17,Completed
T42726,P21082,A1135,U10426,2026-03-19,2026-04-08,Completed
T42727,P21082,A1135,U10423,2026-06-08,2026-06-09,Completed
T42728,P21082,A1135,U10422,2026-06-02,,Open
T42729,P21082,A1135,U10420,2026-02-16,2026-02-21,Completed
T42730,P21082,A1135,U10422,2026-04-15,2026-04-22,Completed
T42731,P21082,A1135,U10423,2026-02-13,2026-02-13,Completed
T42732,P21082,A1135,U10423,2026-05-09,,In Progress
T42733,P21082,A1135,U10420,2026-06-02,2026-06-18,Completed
T42734,P21082,A1135,U10426,2026-04-09,2026-04-28,Completed
T42735,P21082,A1135,U10425,2026-04-04,2026-04-16,Completed
T42736,P21082,A1135,U10421,2026-02-21,2026-02-22,Completed
T42737,P21082,A1135,U10426,2026-02-27,2026-03-11,Completed
T42738,P21082,A1135,U10425,2026-04-18,2026-04-24,Completed
T42739,P21082,A1135,U10423,2026-02-22,2026-02-24,Completed
T42740,P21082,A1135,U10423,2026-05-09,2026-05-15,Completed
T42741,P21082,A1135,U10420,2026-05-28,2026-06-16,Completed
T42742,P21082,A1135,U10421,2026-03-27,2026-03-27,Completed
T42743,P21082,A1135,U10422,2026-02-19,2026-02-21,Completed
T42744,P21082,A1135,U10426,2026-04-02,2026-04-18,Completed
T42745,P21082,A1135,U10420,2026-02-20,2026-03-11,Completed
T42746,P21082,A1135,U10423,2026-05-06,2026-05-14,Completed
T42747,P21083,A1135,U10422,2026-03-24,,In Progress
T42748,P21083,A1135,U10425,2026-04-20,2026-05-10,Completed
T42749,P21083,A1135,U10421,2026-05-30,2026-06-01,Completed
T42750,P21083,A1135,U10421,2026-07-01,2026-07-11,Completed
T42751,P21083,A1135,U10421,2026-03-20,2026-04-03,Completed
T42752,P21084,A1135,U10426,2026-03-22,2026-03-27,Completed
T42753,P21084,A1135,U10420,2026-05-19,,In Progress
T42754,P21084,A1135,U10425,2026-04-19,2026-05-05,Completed
T42755,P21084,A1135,U10420,2026-02-23,2026-03-13,Completed
T42756,P21084,A1135,U10424,2026-03-26,2026-04-15,Completed
T42757,P21084,A1135,U10420,2026-03-22,,In Progress
T42758,P21084,A1135,U10423,2026-04-19,2026-04-23,Completed
T42759,P21084,A1135,U10423,2026-02-04,2026-02-15,Completed
T42760,P21084,A1135,U10420,2026-02-26,2026-03-18,Completed
T42761,P21084,A1135,U10424,2026-03-05,2026-03-13,Completed
T42762,P21084,A1135,U10422,2026-01-31,2026-02-15,Completed
T42763,P21084,A1135,U10423,2026-03-26,2026-04-09,Completed
T42764,P21084,A1135,U10422,2026-04-15,2026-04-24,Completed
T42765,P21084,A1135,U10424,2026-03-20,,Open
T42766,P21084,A1135,U10423,2026-02-18,2026-02-19,Completed
T42767,P21084,A1135,U10425,2026-04-30,2026-05-14,Completed
T42768,P21085,A1135,U10420,2026-06-10,,In Progress
T42769,P21085,A1135,U10423,2026-03-06,2026-03-18,Completed
T42770,P21085,A1135,U10425,2026-05-25,2026-06-07,Completed
T42771,P21085,A1135,U10421,2026-05-13,2026-05-17,Completed
T42772,P21085,A1135,U10422,2026-05-04,,Open
T42773,P21085,A1135,U10422,2026-03-06,2026-03-17,Completed
T42774,P21085,A1135,U10423,2026-02-19,,Open
T42775,P21085,A1135,U10421,2026-04-29,2026-05-01,Completed
T42776,P21085,A1135,U10423,2026-05-23,2026-06-07,Completed
T42777,P21085,A1135,U10424,2026-05-20,2026-06-09,Completed
T42778,P21085,A1135,U10425,2026-06-02,2026-06-17,Completed
T42779,P21085,A1135,U10424,2026-06-15,2026-06-27,Completed
T42780,P21085,A1135,U10423,2026-06-15,2026-06-16,Completed
T42781,P21085,A1135,U10424,2026-03-09,2026-03-27,Completed
T42782,P21085,A1135,U10426,2026-05-17,2026-06-05,Completed
T42783,P21085,A1135,U10426,2026-02-25,2026-03-05,Completed
T42784,P21085,A1135,U10424,2026-02-19,2026-03-03,Completed
T42785,P21085,A1135,U10423,2026-06-16,2026-07-02,Completed
T42786,P21085,A1135,U10423,2026-05-14,2026-05-31,Completed
T42787,P21086,A1136,U10427,2026-04-14,,Open
T42788,P21086,A1136,U10427,2026-03-20,2026-03-26,Completed
